,time,Press031.Ana_hava_debi_act,Press031.Ana_hava_sic_act,Press031.Deng_hava_bas_act,Press031.Deng_hava_debi_act,cycle,id
523,2022-07-01 04:30:00+00:00,7.707866149369557,28.66973811833159,2.977831865179425,3.9884481086323977,523.0,1
524,2022-07-01 05:00:00+00:00,6.849138755980854,28.617894736841837,2.9766891626794347,2.0334928038277504,524.0,1
525,2022-07-01 05:30:00+00:00,7.751153842307699,28.51634615384567,2.974095692307699,3.529971142307692,525.0,1
526,2022-07-01 06:00:00+00:00,6.945023648060567,28.459413434247963,2.980385658467354,1.6371333680227036,526.0,1
527,2022-07-01 06:30:00+00:00,6.99792183031459,28.45414680648235,2.9741715224022776,1.9998284080076265,527.0,1
528,2022-07-01 07:00:00+00:00,7.139167455061487,28.418921475875194,3.2189537748344326,1.9346452204351954,528.0,1
529,2022-07-01 07:30:00+00:00,8.911872103799807,28.267933271548202,3.0850995106579955,5.011084309545871,529.0,1
530,2022-07-01 08:00:00+00:00,6.293144227884617,28.400480769231272,2.973407408653815,0.0,530.0,1
531,2022-07-01 08:30:00+00:00,7.68197260091324,28.305114155251598,2.9778586566209886,3.64210045479452,531.0,1
532,2022-07-01 09:00:00+00:00,6.881878306878316,28.32698412698431,2.9789229435626026,1.7883862433862434,532.0,1
533,2022-07-01 09:30:00+00:00,6.838676207513413,28.32262969588535,2.977305396243283,1.918067978533096,533.0,1
534,2022-07-01 10:00:00+00:00,6.907352678979788,28.27273526824946,2.9735241416007026,1.7428759868073889,534.0,1
535,2022-07-01 10:30:00+00:00,7.77327898278984,28.115670289855533,2.976962399456501,3.736123188405803,535.0,1
536,2022-07-01 11:00:00+00:00,7.191219065077905,28.008890925756383,2.9795211530705847,1.878762603116409,536.0,1
537,2022-07-01 11:30:00+00:00,7.165338142470699,27.89864743011758,2.9756351568981074,1.6954824165915239,537.0,1
538,2022-07-01 12:00:00+00:00,7.19964254577158,27.839668700959386,2.973433020924144,1.8068003487358342,538.0,1
539,2022-07-01 12:30:00+00:00,7.829407601237843,27.77630415561472,2.9788453536693034,3.884040671971704,539.0,1
540,2022-07-01 13:00:00+00:00,7.224959344512212,27.791361788617806,2.9779818882113664,2.0789837398374,540.0,1
541,2022-07-01 13:30:00+00:00,7.785668339698503,27.74291457286402,2.9814785678391846,2.4474472361809037,541.0,1
542,2022-07-01 14:00:00+00:00,9.782045446280986,27.565805785123917,3.0169403626033287,4.6616838595041274,542.0,1
543,2022-07-01 14:30:00+00:00,10.641457934579416,27.558224299065248,3.03403233925233,5.166915882243,543.0,1
544,2022-07-01 15:00:00+00:00,6.59640342530925,27.82797335870627,2.9785417849667133,0.16889628734538537,544.0,1
545,2022-07-01 15:30:00+00:00,7.224866412213728,27.92509541984706,2.981007411259551,2.0627576116412203,545.0,1
546,2022-07-01 16:00:00+00:00,8.883172541743981,27.924489795918277,3.0064942755101907,5.437448977736546,546.0,1
547,2022-07-01 16:30:00+00:00,11.203092217902359,27.765189873417718,3.0445122377938483,5.070759491862562,547.0,1
548,2022-07-01 17:00:00+00:00,10.420143230975848,27.797314234556904,3.0499764171889017,3.5087914055505802,548.0,1
549,2022-07-01 17:30:00+00:00,10.940973210714269,27.756517857142686,3.0539498919642925,4.354624999999999,549.0,1
550,2022-07-01 18:00:00+00:00,11.955207560469294,27.682400722021573,3.070297339350175,4.229927796028887,550.0,1
551,2022-07-01 18:30:00+00:00,11.848164192804417,27.710239852398416,3.0689134012915082,3.827140221402211,551.0,1
552,2022-07-01 19:00:00+00:00,12.438991586367921,27.659383753501288,3.068081969187679,3.8758543099906597,552.0,1
553,2022-07-01 19:30:00+00:00,12.297276111007472,27.512873134328338,3.066323918843278,5.363106324626857,553.0,1
554,2022-07-01 20:00:00+00:00,12.994826304387555,27.385009140767814,3.069030655393052,4.787303455210239,554.0,1
555,2022-07-01 20:30:00+00:00,12.76879818565023,27.478744394618865,3.0737649112107506,4.246860986547085,555.0,1
556,2022-07-01 21:00:00+00:00,6.960432477493375,27.944483671667758,2.9791585463371484,2.244827889673435,556.0,1
557,2022-07-01 21:30:00+00:00,6.507179714412803,28.14021352313194,2.9769494857651195,1.7976334519572958,557.0,1
558,2022-07-01 22:00:00+00:00,6.620017953321368,28.21355475763004,2.973682138240571,1.8247217235188506,558.0,1
559,2022-07-01 22:30:00+00:00,7.3159831460674045,28.219943820224373,2.9761832977527978,3.6259175749063726,559.0,1
560,2022-07-01 23:00:00+00:00,6.539315555555557,28.253155555555267,2.9793090862222282,1.6222933333333323,560.0,1
561,2022-07-01 23:30:00+00:00,6.714403669724769,28.25073394495389,2.9758059321100925,1.9786788990825686,561.0,1
562,2022-07-02 00:00:00+00:00,6.7369131173752255,28.2253234750463,2.9730875471349303,1.7122643253234762,562.0,1
563,2022-07-02 00:30:00+00:00,8.075028944980703,28.096042471042715,2.991031302123557,4.462055981660226,563.0,1
564,2022-07-02 01:00:00+00:00,11.692289148594416,27.647991967871636,3.0481310953815295,5.687570280120491,564.0,1
565,2022-07-02 01:30:00+00:00,13.047419616071457,27.331785714285576,3.0746728035714312,3.9452678544642863,565.0,1
566,2022-07-02 02:00:00+00:00,14.591984107583782,26.848765432098872,3.0940407372134007,4.863959416225749,566.0,1
567,2022-07-02 02:30:00+00:00,15.473107106249998,26.668660714285636,3.1077871214285633,5.030089283928572,567.0,1
568,2022-07-02 03:00:00+00:00,15.045741400542505,26.704882459312973,3.116392973779388,4.8002531618444815,568.0,1
569,2022-07-02 03:30:00+00:00,12.816669876447866,26.98610038610037,3.074067415057909,4.801138996139,569.0,1
570,2022-07-02 04:00:00+00:00,12.432622000000002,27.171483253588548,3.0823645502392267,3.7311387559808638,570.0,1
