,time,Press030.AM_rpm_act,Press030.AM_rpm_act_1,Press030.Ana_hava_debi_act,Press030.Ana_hava_debi_act_1,Press030.Ana_hava_sic_act,Press030.Ana_hava_sic_act_1,Press030.Bit_control,Press030.Bit_control_1,Press030.Deng_hava_bas_act,Press030.Deng_hava_bas_act_1,Press030.Deng_hava_debi_act,Press030.Deng_hava_debi_act_1,Press030.Deng_hava_sic_act,Press030.Deng_hava_sic_act_1,Press030.Frn_grup_sic_act,Press030.Frn_grup_sic_act_1,Press030.Hid_emn_bas_act,Press030.Hid_emn_bas_act_1,Press030.Kalip_No,Press030.Kalip_No_1,Press030.Kavr_hava_debi_act,Press030.Kavr_hava_debi_act_1,Press030.Kavr_hava_sic_act,Press030.Kavr_hava_sic_act_1,Press030.Koc_Ton_act,Press030.Koc_Ton_act_1,Press030.Reg_poz_act,Press030.Reg_poz_act_1,Press030.Rob_ctr_sic_act,Press030.Rob_ctr_sic_act_1,Press030.Robot_hava_debi_act,Press030.Robot_hava_debi_act_1,Press030.Robot_hava_sic_act,Press030.Robot_hava_sic_act_1,Press030.Yaglama_bas_act,Press030.Yaglama_bas_act_1,Press030.Yaglama_sic_act,Press030.Yaglama_sic_act_1,Press030.Yedek1,Press030.Yedek1_1,Press030.Yedek2,Press030.Yedek2_1,RUL,label1,time_norm,id
116,117,1.0,1.0,0.4739972455029305,0.4739972455029305,0.3429967249246637,0.3429967249246637,0.8708258474115267,0.8708258474115267,0.6358124331364245,0.6358124331364245,0.44009114574606123,0.44009114574606123,0.3651701627828321,0.3651701627828321,0.14285714285711126,0.14285714285711126,0.9573822644215366,0.9573822644215366,1.0,1.0,0.3787359899782798,0.3787359899782798,0.14445979745536164,0.14445979745536164,0.0,0.0,0.9967745906849723,0.9967745906849723,0.18050337710116615,0.18050337710116615,0.3144758762223394,0.3144758762223394,0.14257751058076717,0.14257751058076717,0.9756250975647118,0.9756250975647118,0.30769230769285727,0.30769230769285727,1.0,1.0,1.0,1.0,364,0,0.24166666666666667,1
117,118,1.0,1.0,0.49918573815928796,0.49918573815928796,0.34672882986395326,0.34672882986395326,0.8681785016180883,0.8681785016180883,0.6393993710250432,0.6393993710250432,0.6270099340406412,0.6270099340406412,0.34298071707511024,0.34298071707511024,0.14285714285711038,0.14285714285711038,0.963707933224061,0.963707933224061,1.0,1.0,0.38223102350182087,0.38223102350182087,0.15172184035070835,0.15172184035070835,0.0,0.0,0.9967745906849723,0.9967745906849723,0.18050337710116615,0.18050337710116615,0.34135006225764236,0.34135006225764236,0.13281218971282627,0.13281218971282627,0.9771064341751385,0.9771064341751385,0.30769230769285727,0.30769230769285727,1.0,1.0,1.0,1.0,363,0,0.24375,1
118,119,1.0,1.0,0.5109097916450727,0.5109097916450727,0.33070555024355386,0.33070555024355386,0.8723071646886922,0.8723071646886922,0.643500185061574,0.643500185061574,0.6424889706112876,0.6424889706112876,0.3464886532887146,0.3464886532887146,0.14285714285711748,0.14285714285711748,0.9641251445059091,0.9641251445059091,1.0,1.0,0.3907702066511847,0.3907702066511847,0.14379219542636346,0.14379219542636346,0.0,0.0,0.9967745906849688,0.9967745906849688,0.18050337710116615,0.18050337710116615,0.32698023722403396,0.32698023722403396,0.1245987515098097,0.1245987515098097,0.9846862179751694,0.9846862179751694,0.30769230769284306,0.30769230769284306,1.0,1.0,1.0,1.0,362,0,0.24583333333333335,1
119,120,1.0,1.0,0.49509557824913336,0.49509557824913336,0.31062109040328245,0.31062109040328245,0.8685307790627985,0.8685307790627985,0.6395239681495402,0.6395239681495402,0.5827665932320902,0.5827665932320902,0.3272009948973902,0.3272009948973902,0.14285714285711393,0.14285714285711393,0.962392894645286,0.962392894645286,1.0,1.0,0.378047537694901,0.378047537694901,0.1292033697493542,0.1292033697493542,0.0,0.0,0.9967745906849714,0.9967745906849714,0.1695083441558225,0.1695083441558225,0.3471684816008112,0.3471684816008112,0.06687421672732352,0.06687421672732352,0.9769988159585585,0.9769988159585585,0.3076923076928537,0.3076923076928537,1.0,1.0,1.0,1.0,361,0,0.24791666666666667,1
120,121,1.0,1.0,0.4659298262244615,0.4659298262244615,0.30510911380109906,0.30510911380109906,0.8695696519055267,0.8695696519055267,0.6407364608686099,0.6407364608686099,0.4613029026295583,0.4613029026295583,0.3354513440297393,0.3354513440297393,0.14285714285712547,0.14285714285712547,0.9623256282092121,0.9623256282092121,1.0,1.0,0.36685039784841433,0.36685039784841433,0.11327804596691138,0.11327804596691138,0.0,0.0,0.9967745906849652,0.9967745906849652,0.14286694800517807,0.14286694800517807,0.3506598650575927,0.3506598650575927,0.03283162494959768,0.03283162494959768,0.9809072653381614,0.9809072653381614,0.30769230769282885,0.30769230769282885,1.0,1.0,1.0,1.0,360,0,0.25,1
121,122,1.0,1.0,0.5271545417444572,0.5271545417444572,0.30207300865629705,0.30207300865629705,0.8715332871410699,0.8715332871410699,0.6456738607889183,0.6456738607889183,0.6660301867873798,0.6660301867873798,0.30153511083019247,0.30153511083019247,0.14788477891162533,0.14788477891162533,0.962417154436668,0.962417154436668,1.0,1.0,0.3873258190351188,0.3873258190351188,0.10360027982387443,0.10360027982387443,0.0,0.0,0.9967745906849723,0.9967745906849723,0.11547972504694748,0.11547972504694748,0.3308290799814639,0.3308290799814639,0.009954622665418356,0.009954622665418356,0.9795388284548734,0.9795388284548734,0.3076923076928537,0.3076923076928537,1.0,1.0,1.0,1.0,359,0,0.2520833333333333,1
122,123,1.0,1.0,0.4958039790285293,0.4958039790285293,0.3127750042822468,0.3127750042822468,0.8723252006127358,0.8723252006127358,0.6421466418043917,0.6421466418043917,0.6082796550818799,0.6082796550818799,0.3028927661613161,0.3028927661613161,0.15476190476190244,0.15476190476190244,0.9648300640205287,0.9648300640205287,1.0,1.0,0.39049665307979625,0.39049665307979625,0.10327871063786187,0.10327871063786187,0.0,0.0,0.9967745906849697,0.9967745906849697,0.09529726299637797,0.09529726299637797,0.3225431118837703,0.3225431118837703,0.02161208549443483,0.02161208549443483,0.9817206999748391,0.9817206999748391,0.3076923076928466,0.3076923076928466,1.0,1.0,1.0,1.0,358,0,0.25416666666666665,1
123,124,1.0,1.0,0.5137625024806445,0.5137625024806445,0.3310269863753499,0.3310269863753499,0.8644010643373101,0.8644010643373101,0.6287545103828793,0.6287545103828793,0.6071077032820581,0.6071077032820581,0.31236877830345433,0.31236877830345433,0.15476190476190066,0.15476190476190066,0.9669494454610916,0.9669494454610916,1.0,1.0,0.4092494416572919,0.4092494416572919,0.1144927051610436,0.1144927051610436,0.0,0.0,0.9967745906849688,0.9967745906849688,0.08180322726083578,0.08180322726083578,0.24320423923556617,0.24320423923556617,0.07115575572051025,0.07115575572051025,0.9835277836059015,0.9835277836059015,0.30769230769284306,0.30769230769284306,1.0,1.0,1.0,1.0,357,0,0.25625,1
124,125,1.0,1.0,0.47338085532224655,0.47338085532224655,0.3427341737827927,0.3427341737827927,0.8689032853277157,0.8689032853277157,0.6397606565097047,0.6397606565097047,0.4640339736812012,0.4640339736812012,0.32643633543050665,0.32643633543050665,0.16498495308911654,0.16498495308911654,0.9646769856144757,0.9646769856144757,1.0,1.0,0.37828395614147026,0.37828395614147026,0.12313997556046807,0.12313997556046807,0.0,0.0,0.9967745906849652,0.9967745906849652,0.08227620633207522,0.08227620633207522,0.32051933408902716,0.32051933408902716,0.06940672838457296,0.06940672838457296,0.9775507264809695,0.9775507264809695,0.30754932799594314,0.30754932799594314,1.0,1.0,1.0,1.0,356,0,0.25833333333333336,1
125,126,1.0,1.0,0.24431753238834492,0.24431753238834492,0.4363831446439317,0.4363831446439317,0.8069530337015542,0.8069530337015542,0.5127122838518594,0.5127122838518594,0.43918696395593537,0.43918696395593537,0.323582393372436,0.323582393372436,0.16666666666674068,0.16666666666674068,0.9679598488165333,0.9679598488165333,1.0,1.0,0.07091998530870243,0.07091998530870243,0.29862195069747344,0.29862195069747344,0.0,0.0,0.9967745906849705,0.9967745906849705,0.09502627580931211,0.09502627580931211,0.02295996271541899,0.02295996271541899,0.24966755637168614,0.24966755637168614,0.9840734659493817,0.9840734659493817,0.2350118236190859,0.2350118236190859,1.0,1.0,1.0,1.0,355,0,0.2604166666666667,1
126,127,1.0,1.0,0.15783665376877926,0.15783665376877926,0.4821024407937955,0.4821024407937955,0.7967599835532653,0.7967599835532653,0.5005711021528829,0.5005711021528829,0.19601996183516238,0.19601996183516238,0.24481930468364332,0.24481930468364332,0.17114043069457807,0.17114043069457807,0.9704515786455177,0.9704515786455177,1.0,1.0,0.002204563043515205,0.002204563043515205,0.36828328525911047,0.36828328525911047,0.0,0.0,0.9967745906849688,0.9967745906849688,0.09553182736381238,0.09553182736381238,0.012636877289653667,0.012636877289653667,0.30505220218416174,0.30505220218416174,0.9853818395818488,0.9853818395818488,0.23076923076889955,0.23076923076889955,1.0,1.0,1.0,1.0,354,0,0.2625,1
127,128,1.0,1.0,0.38070970432382595,0.38070970432382595,0.41515850947512867,0.41515850947512867,0.8407596858396094,0.8407596858396094,0.5788720669554652,0.5788720669554652,0.6558706985108886,0.6558706985108886,0.14830926015133095,0.14830926015133095,0.18006212993074122,0.18006212993074122,0.9686336913097826,0.9686336913097826,1.0,1.0,0.24703324629488765,0.24703324629488765,0.24073164801867009,0.24073164801867009,0.0,0.0,0.996774590684975,0.996774590684975,0.08387383439719187,0.08387383439719187,0.22756495364424612,0.22756495364424612,0.16901981242476527,0.16901981242476527,0.9815156103746743,0.9815156103746743,0.2307692307689564,0.2307692307689564,1.0,1.0,1.0,1.0,353,0,0.26458333333333334,1
128,129,1.0,1.0,0.4951677024188153,0.4951677024188153,0.3452991038541464,0.3452991038541464,0.867507032332496,0.867507032332496,0.6379085097093173,0.6379085097093173,0.6086623766267238,0.6086623766267238,0.1776371735886335,0.1776371735886335,0.19047619047608055,0.19047619047608055,0.9638791455193507,0.9638791455193507,1.0,1.0,0.3797109769931579,0.3797109769931579,0.1306555394958293,0.1306555394958293,0.0,0.0,0.9967745906849723,0.9967745906849723,0.07587024685893873,0.07587024685893873,0.3244915835933194,0.3244915835933194,0.08013789224959211,0.08013789224959211,0.9820071631883609,0.9820071631883609,0.2307692307689031,0.2307692307689031,1.0,1.0,1.0,1.0,352,0,0.26666666666666666,1
129,130,1.0,1.0,0.5035073176026088,0.5035073176026088,0.2933675748474416,0.2933675748474416,0.8639834208545025,0.8639834208545025,0.6327229050437366,0.6327229050437366,0.6320401894052956,0.6320401894052956,0.23501279090860105,0.23501279090860105,0.19047619047607967,0.19047619047607967,0.9655955869499289,0.9655955869499289,1.0,1.0,0.370438085201415,0.370438085201415,0.13243809701244835,0.13243809701244835,0.0,0.0,0.9967745906849723,0.9967745906849723,0.07296113894525202,0.07296113894525202,0.2821809614829836,0.2821809614829836,0.10210026990866172,0.10210026990866172,0.9844310045990357,0.9844310045990357,0.2307692307689173,0.2307692307689173,1.0,1.0,1.0,1.0,351,0,0.26875,1
130,131,1.0,1.0,0.4991277221364839,0.4991277221364839,0.24507337762986214,0.24507337762986214,0.8692483284434447,0.8692483284434447,0.6405882876072417,0.6405882876072417,0.4911802427273159,0.4911802427273159,0.2715479745898439,0.2715479745898439,0.19047619047608766,0.19047619047608766,0.9645006168999601,0.9645006168999601,1.0,1.0,0.3882481942323847,0.3882481942323847,0.12285299993242926,0.12285299993242926,0.0,0.0,0.9967745906849572,0.9967745906849572,0.08040372537613383,0.08040372537613383,0.2959524133379617,0.2959524133379617,0.10537287838616827,0.10537287838616827,0.9790208057223397,0.9790208057223397,0.23076923076891376,0.23076923076891376,1.0,1.0,1.0,1.0,350,0,0.2708333333333333,1
131,132,1.0,1.0,0.5300067203465273,0.5300067203465273,0.18830141291746916,0.18830141291746916,0.8690806359638792,0.8690806359638792,0.6333885637650902,0.6333885637650902,0.510682400072282,0.510682400072282,0.30518882691114735,0.30518882691114735,0.1904761904760841,0.1904761904760841,0.9639139958795595,0.9639139958795595,1.0,1.0,0.4028944460923,0.4028944460923,0.11017537203257621,0.11017537203257621,0.0,0.0,0.9967745906849625,0.9967745906849625,0.08078009226050575,0.08078009226050575,0.31348523032065795,0.31348523032065795,0.10668254334462368,0.10668254334462368,0.9815454419653618,0.9815454419653618,0.2307692307689102,0.2307692307689102,1.0,1.0,1.0,1.0,349,0,0.2729166666666667,1
132,133,1.0,1.0,0.5454347264929496,0.5454347264929496,0.12903987110183746,0.12903987110183746,0.8666586007578361,0.8666586007578361,0.6400228956670344,0.6400228956670344,0.6229152136453099,0.6229152136453099,0.27104531553791666,0.27104531553791666,0.19047619047608766,0.19047619047608766,0.9670788523941676,0.9670788523941676,1.0,1.0,0.3844861968292369,0.3844861968292369,0.10343380133612001,0.10343380133612001,0.0,0.0,0.9967745906849572,0.9967745906849572,0.0912802119045324,0.0912802119045324,0.23028662145737505,0.23028662145737505,0.1421165095864314,0.1421165095864314,0.989553035740788,0.989553035740788,0.19595458305153457,0.19595458305153457,1.0,1.0,1.0,1.0,348,0,0.275,1
133,134,1.0,1.0,0.5207684573588904,0.5207684573588904,0.1102831822769339,0.1102831822769339,0.8684764293207037,0.8684764293207037,0.6342927222717427,0.6342927222717427,0.48639794166993305,0.48639794166993305,0.31599311966378085,0.31599311966378085,0.19047619047608677,0.19047619047608677,0.9703312792824701,0.9703312792824701,1.0,1.0,0.39082036625576855,0.39082036625576855,0.09192769356291919,0.09192769356291919,0.0,0.0,0.9967745906849581,0.9967745906849581,0.10707967795977336,0.10707967795977336,0.12964943042582283,0.12964943042582283,0.19186293699396373,0.19186293699396373,0.985262365490212,0.985262365490212,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,347,0,0.27708333333333335,1
134,135,1.0,1.0,0.531047218075303,0.531047218075303,0.10617642628992474,0.10617642628992474,0.8696417580363707,0.8696417580363707,0.6423021341170139,0.6423021341170139,0.6137729076970675,0.6137729076970675,0.2843572418469753,0.2843572418469753,0.19047619047608588,0.19047619047608588,0.9691479816111026,0.9691479816111026,1.0,1.0,0.39892500342669035,0.39892500342669035,0.07511784955313505,0.07511784955313505,0.0,0.0,0.9967745906849599,0.9967745906849599,0.11265985487083263,0.11265985487083263,0.15974954344581116,0.15974954344581116,0.182737174652579,0.182737174652579,0.9782377499588177,0.9782377499588177,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,346,0,0.2791666666666667,1
135,136,1.0,1.0,0.5513813021021499,0.5513813021021499,0.11636132122815201,0.11636132122815201,0.8716813313734431,0.8716813313734431,0.6438559184029891,0.6438559184029891,0.6651339631930738,0.6651339631930738,0.29243292898318707,0.29243292898318707,0.190476190476085,0.190476190476085,0.9704515786455177,0.9704515786455177,1.0,1.0,0.4195933744486662,0.4195933744486662,0.0694654007669886,0.0694654007669886,0.0,0.0,0.9967745906849617,0.9967745906849617,0.12351864290644166,0.12351864290644166,0.14713836668641153,0.14713836668641153,0.1949218914691171,0.1949218914691171,0.9804904660572733,0.9804904660572733,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,345,0,0.28125,1
136,137,1.0,1.0,0.5141631551281294,0.5141631551281294,0.1357813717521914,0.1357813717521914,0.8670755108107273,0.8670755108107273,0.637599331341201,0.637599331341201,0.5791588469797089,0.5791588469797089,0.31232265569592643,0.31232265569592643,0.18214626174586623,0.18214626174586623,0.9712808300222537,0.9712808300222537,1.0,1.0,0.3915816006114992,0.3915816006114992,0.07776383504528805,0.07776383504528805,0.0,0.0,0.9967745906849617,0.9967745906849617,0.1348042277768826,0.1348042277768826,0.14299816042042962,0.14299816042042962,0.196227173953754,0.196227173953754,0.9861730479270845,0.9861730479270845,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,344,0,0.2833333333333333,1
137,138,1.0,1.0,0.4953527799044167,0.4953527799044167,0.1524218298353066,0.1524218298353066,0.8675174701604895,0.8675174701604895,0.6358853651489098,0.6358853651489098,0.505281454870166,0.505281454870166,0.29599928265613507,0.29599928265613507,0.17929913130484465,0.17929913130484465,0.9709333235581494,0.9709333235581494,1.0,1.0,0.38072458946012677,0.38072458946012677,0.07989418922556801,0.07989418922556801,0.0,0.0,0.9967745906849608,0.9967745906849608,0.15077280302869944,0.15077280302869944,0.1473790051816882,0.1473790051816882,0.19869381205778858,0.19869381205778858,0.9795705261929859,0.9795705261929859,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,343,0,0.28541666666666665,1
138,139,1.0,1.0,0.5333365991288941,0.5333365991288941,0.15957213027150008,0.15957213027150008,0.8644228910816745,0.8644228910816745,0.6382286850061161,0.6382286850061161,0.6593439807859525,0.6593439807859525,0.2904590637898763,0.2904590637898763,0.18238602314105012,0.18238602314105012,0.9708832410658643,0.9708832410658643,1.0,1.0,0.3995519734496338,0.3995519734496338,0.0791267284544519,0.0791267284544519,0.0,0.0,0.9967745906849581,0.9967745906849581,0.15449340403941392,0.15449340403941392,0.14516327100969412,0.14516327100969412,0.2007751792849577,0.2007751792849577,0.9835897282070833,0.9835897282070833,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,342,0,0.2875,1
139,140,1.0,1.0,0.527232562779177,0.527232562779177,0.1697154999202395,0.1697154999202395,0.867914886715702,0.867914886715702,0.6387630203503707,0.6387630203503707,0.5979582217242466,0.5979582217242466,0.3027614438638042,0.3027614438638042,0.1796645021644876,0.1796645021644876,0.9711427017027858,0.9711427017027858,1.0,1.0,0.40543289794219156,0.40543289794219156,0.07654468368553857,0.07654468368553857,0.0,0.0,0.9967745906849688,0.9967745906849688,0.16625719355260493,0.16625719355260493,0.13697140252064505,0.13697140252064505,0.2005949208209694,0.2005949208209694,0.9843327973201204,0.9843327973201204,0.15384615384659028,0.15384615384659028,1.0,1.0,1.0,1.0,341,0,0.28958333333333336,1
140,141,1.0,1.0,0.504460867754301,0.504460867754301,0.18568958050719608,0.18568958050719608,0.8685423549975577,0.8685423549975577,0.640057719542606,0.640057719542606,0.4596939517866369,0.4596939517866369,0.32926256896791983,0.32926256896791983,0.17945578231289439,0.17945578231289439,0.9691984434317895,0.9691984434317895,1.0,1.0,0.3984305859508921,0.3984305859508921,0.0640981202508275,0.0640981202508275,0.0,0.0,0.9967745906849617,0.9967745906849617,0.1662571935525996,0.1662571935525996,0.18872383982832924,0.18872383982832924,0.16963724483098108,0.16963724483098108,0.9154868277107555,0.9154868277107555,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,340,0,0.2916666666666667,1
141,142,1.0,1.0,0.5260515491151903,0.5260515491151903,0.17021617553073387,0.17021617553073387,0.8620182399301541,0.8620182399301541,0.6302572402815705,0.6302572402815705,0.6092729300072166,0.6092729300072166,0.2906156990166746,0.2906156990166746,0.1854089219329671,0.1854089219329671,0.9693645964279096,0.9693645964279096,1.0,1.0,0.3870355992474666,0.3870355992474666,0.05957410119957274,0.05957410119957274,0.0,0.0,0.9967745906849652,0.9967745906849652,0.16625719355260316,0.16625719355260316,0.16874613552952966,0.16874613552952966,0.16930026381304497,0.16930026381304497,0.9837932505456477,0.9837932505456477,0.1682156133831363,0.1682156133831363,1.0,1.0,1.0,1.0,339,0,0.29375,1
142,143,1.0,1.0,0.5346062212442027,0.5346062212442027,0.1368947786747725,0.1368947786747725,0.8692325701075991,0.8692325701075991,0.6407909829822942,0.6407909829822942,0.615586804713559,0.615586804713559,0.28891972771095586,0.28891972771095586,0.19047619047608588,0.19047619047608588,0.9703461465962857,0.9703461465962857,1.0,1.0,0.39658879166037575,0.39658879166037575,0.06414765845121018,0.06414765845121018,0.0,0.0,0.9967745906849599,0.9967745906849599,0.16625719355259871,0.16625719355259871,0.144139362724982,0.144139362724982,0.17464321171031205,0.17464321171031205,0.9858031178657134,0.9858031178657134,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,338,0,0.29583333333333334,1
143,144,1.0,1.0,0.5281372605285528,0.5281372605285528,0.11072967342969875,0.11072967342969875,0.8707886835983429,0.8707886835983429,0.6456572538761951,0.6456572538761951,0.6077592992440086,0.6077592992440086,0.2865409863369601,0.2865409863369601,0.1904761904760841,0.1904761904760841,0.9691555358939838,0.9691555358939838,1.0,1.0,0.3884043383282851,0.3884043383282851,0.05304711573198073,0.05304711573198073,0.0,0.0,0.9967745906849634,0.9967745906849634,0.16625719355260227,0.16625719355260227,0.20706822608741648,0.20706822608741648,0.1468015545189303,0.1468015545189303,0.9831965760689618,0.9831965760689618,0.15384615384658318,0.15384615384658318,1.0,1.0,1.0,1.0,337,0,0.29791666666666666,1
144,145,1.0,1.0,0.537253668576285,0.537253668576285,0.07201080328144904,0.07201080328144904,0.8679937224741918,0.8679937224741918,0.6387670955304041,0.6387670955304041,0.6383705668337639,0.6383705668337639,0.30032539609990616,0.30032539609990616,0.19047619047608588,0.19047619047608588,0.967780633398309,0.967780633398309,1.0,1.0,0.37936506909487305,0.37936506909487305,0.04782567553012207,0.04782567553012207,0.0,0.0,0.9967745906849599,0.9967745906849599,0.1751610582704073,0.1751610582704073,0.2462979677373413,0.2462979677373413,0.1220493773619209,0.1220493773619209,0.989354315793654,0.989354315793654,0.15384615384657963,0.15384615384657963,1.0,1.0,1.0,1.0,336,0,0.3,1
145,146,1.0,1.0,0.49942677525043405,0.49942677525043405,0.042909625710134236,0.042909625710134236,0.8655027497164318,0.8655027497164318,0.6290155648387654,0.6290155648387654,0.46691507560085077,0.46691507560085077,0.32361973632525487,0.32361973632525487,0.19047619047608322,0.19047619047608322,0.9652603521543519,0.9652603521543519,1.0,1.0,0.34459334376400214,0.34459334376400214,0.05459612974291783,0.05459612974291783,0.0,0.0,0.9967745906849652,0.9967745906849652,0.18050337710116615,0.18050337710116615,0.33900382555386893,0.33900382555386893,0.07833768312961986,0.07833768312961986,0.9855054863590604,0.9855054863590604,0.15384615384658318,0.15384615384658318,1.0,1.0,1.0,1.0,335,0,0.3020833333333333,1
146,147,1.0,1.0,0.5498985875995672,0.5498985875995672,0.004946920212830719,0.004946920212830719,0.867876903815108,0.867876903815108,0.636683692330442,0.636683692330442,0.6322279270959285,0.6322279270959285,0.30532365977414466,0.30532365977414466,0.19047619047608233,0.19047619047608233,0.9652532386873129,0.9652532386873129,1.0,1.0,0.39078938117154793,0.39078938117154793,0.03850964526257883,0.03850964526257883,0.0,0.0,0.996774590684967,0.996774590684967,0.18181397356378426,0.18181397356378426,0.3422929145013025,0.3422929145013025,0.07121379612835721,0.07121379612835721,0.9900937021136729,0.9900937021136729,0.15384615384658673,0.15384615384658673,1.0,1.0,1.0,1.0,334,0,0.3041666666666667,1
147,148,1.0,1.0,0.5355866371286468,0.5355866371286468,0.0,0.0,0.8676457956526549,0.8676457956526549,0.6386153538237358,0.6386153538237358,0.607429729133144,0.607429729133144,0.30374586635629086,0.30374586635629086,0.19047619047608233,0.19047619047608233,0.965988871058876,0.965988871058876,1.0,1.0,0.381244256511472,0.381244256511472,0.018478279205030645,0.018478279205030645,0.0,0.0,0.996774590684967,0.996774590684967,0.17599077384088346,0.17599077384088346,0.3238806322017148,0.3238806322017148,0.071441640211515,0.071441640211515,0.9869245487903244,0.9869245487903244,0.15384615384658673,0.15384615384658673,1.0,1.0,1.0,1.0,333,0,0.30625,1
148,149,1.0,1.0,0.5234909001704586,0.5234909001704586,0.0037656127309961818,0.0037656127309961818,0.8689850246039978,0.8689850246039978,0.6400773549666101,0.6400773549666101,0.4974616352737109,0.4974616352737109,0.29054218977216406,0.29054218977216406,0.19047619047608055,0.19047619047608055,0.9652566193734176,0.9652566193734176,1.0,1.0,0.3924223148342059,0.3924223148342059,0.005492461501883206,0.005492461501883206,0.0,0.0,0.9967745906849705,0.9967745906849705,0.1556305195672305,0.1556305195672305,0.3313888796154673,0.3313888796154673,0.06044718843531083,0.06044718843531083,0.9839367701967321,0.9839367701967321,0.15384615384659028,0.15384615384659028,1.0,1.0,1.0,1.0,332,0,0.30833333333333335,1
149,150,1.0,1.0,0.5341922247632978,0.5341922247632978,0.028183445115045558,0.028183445115045558,0.8671173947703759,0.8671173947703759,0.6339334989908241,0.6339334989908241,0.620540528902795,0.620540528902795,0.2920943255664241,0.2920943255664241,0.1927583936799353,0.1927583936799353,0.9656007326568932,0.9656007326568932,1.0,1.0,0.3899645256545587,0.3899645256545587,0.003376666532621364,0.003376666532621364,0.0,0.0,0.996774590684967,0.996774590684967,0.13688510820845678,0.13688510820845678,0.335103642033818,0.335103642033818,0.05431776765909824,0.05431776765909824,0.9864766654717423,0.9864766654717423,0.17071960297786148,0.17071960297786148,1.0,1.0,1.0,1.0,331,0,0.3104166666666667,1
150,151,1.0,1.0,0.5168726354697399,0.5168726354697399,0.053916901835363795,0.053916901835363795,0.8691867303944085,0.8691867303944085,0.6378745402590149,0.6378745402590149,0.635535395087236,0.635535395087236,0.2888938795415821,0.2888938795415821,0.20238095238093035,0.20238095238093035,0.9648616127411431,0.9648616127411431,1.0,1.0,0.3803228409994894,0.3803228409994894,0.0,0.0,0.0,0.0,0.9967745906849625,0.9967745906849625,0.12351864290644166,0.12351864290644166,0.3384598159589834,0.3384598159589834,0.04973139234127988,0.04973139234127988,0.9914121640020115,0.9914121640020115,0.21142898846862224,0.21142898846862224,1.0,1.0,1.0,1.0,330,0,0.3125,1
151,152,1.0,1.0,0.507190826689476,0.507190826689476,0.06724373963866981,0.06724373963866981,0.8715064847525165,0.8715064847525165,0.6431017941069945,0.6431017941069945,0.4546743513695473,0.4546743513695473,0.30942367905637,0.30942367905637,0.20238095238092502,0.20238095238092502,0.9644087730055386,0.9644087730055386,1.0,1.0,0.3980176934482496,0.3980176934482496,0.003272875113201401,0.003272875113201401,0.0,0.0,0.9967745906849652,0.9967745906849652,0.12351864290643988,0.12351864290643988,0.3393537918943046,0.3393537918943046,0.05375621820316745,0.05375621820316745,0.9865521707055143,0.9865521707055143,0.20352713456168203,0.20352713456168203,1.0,1.0,1.0,1.0,329,0,0.3145833333333333,1
152,153,1.0,1.0,0.5270032561735523,0.5270032561735523,0.07549312994541602,0.07549312994541602,0.865589945498177,0.865589945498177,0.6312385210122087,0.6312385210122087,0.654215710253308,0.654215710253308,0.2962858295122648,0.2962858295122648,0.20238095238092235,0.20238095238092235,0.9636217405626804,0.9636217405626804,1.0,1.0,0.37882656966721245,0.37882656966721245,0.014954948650633959,0.014954948650633959,0.0,0.0,0.9967745906849661,0.9967745906849661,0.12227984433700811,0.12227984433700811,0.3291767942638917,0.3291767942638917,0.05658747987824864,0.05658747987824864,0.9902911084783215,0.9902911084783215,0.15384615384658318,0.15384615384658318,1.0,1.0,1.0,1.0,328,0,0.31666666666666665,1
153,154,1.0,1.0,0.5021881306208307,0.5021881306208307,0.09754573893882856,0.09754573893882856,0.8712735287663236,0.8712735287663236,0.6397985410578078,0.6397985410578078,0.4353918820195828,0.4353918820195828,0.31992190755125405,0.31992190755125405,0.21068685538731735,0.21068685538731735,0.9678711980710133,0.9678711980710133,1.0,1.0,0.3851103271693287,0.3851103271693287,0.01867785394517174,0.01867785394517174,0.0,0.0,0.996774590684967,0.996774590684967,0.10927245935787422,0.10927245935787422,0.22468609427344854,0.22468609427344854,0.10016393916213762,0.10016393916213762,0.9917119238178556,0.9917119238178556,0.15384615384658673,0.15384615384658673,1.0,1.0,1.0,1.0,327,0,0.31875,1
