,time,Press030.AM_rpm_act,Press030.AM_rpm_act_1,Press030.Ana_hava_debi_act,Press030.Ana_hava_debi_act_1,Press030.Ana_hava_sic_act,Press030.Ana_hava_sic_act_1,Press030.Bit_control,Press030.Bit_control_1,Press030.Deng_hava_bas_act,Press030.Deng_hava_bas_act_1,Press030.Deng_hava_debi_act,Press030.Deng_hava_debi_act_1,Press030.Deng_hava_sic_act,Press030.Deng_hava_sic_act_1,Press030.Frn_grup_sic_act,Press030.Frn_grup_sic_act_1,Press030.Hid_emn_bas_act,Press030.Hid_emn_bas_act_1,Press030.Kalip_No,Press030.Kalip_No_1,Press030.Kavr_hava_debi_act,Press030.Kavr_hava_debi_act_1,Press030.Kavr_hava_sic_act,Press030.Kavr_hava_sic_act_1,Press030.Koc_Ton_act,Press030.Koc_Ton_act_1,Press030.Reg_poz_act,Press030.Reg_poz_act_1,Press030.Rob_ctr_sic_act,Press030.Rob_ctr_sic_act_1,Press030.Robot_hava_debi_act,Press030.Robot_hava_debi_act_1,Press030.Robot_hava_sic_act,Press030.Robot_hava_sic_act_1,Press030.Yaglama_bas_act,Press030.Yaglama_bas_act_1,Press030.Yaglama_sic_act,Press030.Yaglama_sic_act_1,Press030.Yedek1,Press030.Yedek1_1,Press030.Yedek2,Press030.Yedek2_1,RUL,label1,time_norm,id
10,11,1.0,1.0,0.17529719317809034,0.17529719317809034,0.8715786940675132,0.8715786940675132,0.7967599835532653,0.7967599835532653,0.49564503881250976,0.49564503881250976,0.47251627910454397,0.47251627910454397,0.7306364493819064,0.7306364493819064,0.8830273306505543,0.8830273306505543,0.9777615340589307,0.9777615340589307,1.0,1.0,0.0054001907547057346,0.0054001907547057346,0.7883194790049348,0.7883194790049348,0.0,0.0,1.2878587085651816e-13,1.2878587085651816e-13,0.8198384858108847,0.8198384858108847,0.005342344684838227,0.005342344684838227,0.7560410698503066,0.7560410698503066,0.953253833900825,0.953253833900825,1.0,1.0,1.0,1.0,1.0,1.0,470,0,0.020833333333333332,1
11,12,1.0,1.0,0.3489182199153617,0.3489182199153617,0.8320334460400325,0.8320334460400325,0.8366662259037343,0.8366662259037343,0.5742493365548929,0.5742493365548929,0.6222575078198423,0.6222575078198423,0.5272930438906394,0.5272930438906394,0.8945954487988734,0.8945954487988734,0.9781302663231473,0.9781302663231473,1.0,1.0,0.2508901014238954,0.2508901014238954,0.7107249512896141,0.7107249512896141,0.0,0.0,1.270095140171179e-13,1.270095140171179e-13,0.7777714705680898,0.7777714705680898,0.15373359856598606,0.15373359856598606,0.7048057046678196,0.7048057046678196,0.9574137503389997,0.9574137503389997,0.9535738597689587,0.9535738597689587,1.0,1.0,1.0,1.0,469,0,0.02291666666666667,1
12,13,1.0,1.0,0.863305272275741,0.863305272275741,0.6311375660830452,0.6311375660830452,0.9888646972897162,0.9888646972897162,0.8674661652863018,0.8674661652863018,0.6849362046715775,0.6849362046715775,0.6471368867105984,0.6471368867105984,0.9229874012385331,0.9229874012385331,0.9732509965482328,0.9732509965482328,1.0,1.0,0.8590023174741371,0.8590023174741371,0.4555904313547199,0.4555904313547199,0.0,0.0,1.2434497875801753e-13,1.2434497875801753e-13,0.7333447367128212,0.7333447367128212,0.5753542421371736,0.5753542421371736,0.46030914131390244,0.46030914131390244,0.9462177796225708,0.9462177796225708,0.9230769230775024,0.9230769230775024,1.0,1.0,1.0,1.0,468,0,0.025,1
13,14,1.0,1.0,0.8357638655728818,0.8357638655728818,0.5669163391624448,0.5669163391624448,0.973276670138858,0.973276670138858,0.8297370722134079,0.8297370722134079,0.6481698476178237,0.6481698476178237,0.83672252626894,0.83672252626894,0.9278686805117893,0.9278686805117893,0.9742579078519733,0.9742579078519733,1.0,1.0,0.8088618285196657,0.8088618285196657,0.430248717843436,0.430248717843436,0.0,0.0,1.2789769243681803e-13,1.2789769243681803e-13,0.7076121684014964,0.7076121684014964,0.49089383477059517,0.49089383477059517,0.46758521870334313,0.46758521870334313,0.9484764295131045,0.9484764295131045,0.9230769230774527,0.9230769230774527,1.0,1.0,1.0,1.0,467,0,0.027083333333333334,1
14,15,1.0,1.0,0.8998062932967699,0.8998062932967699,0.4844189265060015,0.4844189265060015,0.9942689538419631,0.9942689538419631,0.8731150581843008,0.8731150581843008,0.8995852892253816,0.8995852892253816,0.7940814806315464,0.7940814806315464,0.9221734148204899,0.9221734148204899,0.9738850425518177,0.9738850425518177,1.0,1.0,0.876939833135419,0.876939833135419,0.38781865550683214,0.38781865550683214,0.0,0.0,1.2523315717771766e-13,1.2523315717771766e-13,0.7076121684015009,0.7076121684015009,0.47052475277233347,0.47052475277233347,0.46186161947680304,0.46186161947680304,0.9513707388863333,0.9513707388863333,0.9230769230774847,0.9230769230774847,1.0,1.0,1.0,1.0,466,0,0.029166666666666667,1
15,16,1.0,1.0,0.9295060620573741,0.9295060620573741,0.435138742802736,0.435138742802736,0.9882560603144226,0.9882560603144226,0.8661176400458817,0.8661176400458817,0.7063727877512234,0.7063727877512234,0.8770989933897133,0.8770989933897133,0.9183282853775863,0.9183282853775863,0.9744229766837234,0.9744229766837234,1.0,1.0,0.9283379640908295,0.9283379640908295,0.3543182859264169,0.3543182859264169,0.0,0.0,1.270095140171179e-13,1.270095140171179e-13,0.7147352601759431,0.7147352601759431,0.4664413209812068,0.4664413209812068,0.45364650378625626,0.45364650378625626,0.9506736080262348,0.9506736080262348,0.9230769230774598,0.9230769230774598,1.0,1.0,1.0,1.0,465,0,0.03125,1
16,17,1.0,1.0,0.925072089865006,0.925072089865006,0.4152579659960205,0.4152579659960205,0.9904189239479884,0.9904189239479884,0.8680377384727103,0.8680377384727103,0.7375135133560662,0.7375135133560662,0.8992861100368237,0.8992861100368237,0.9166666666665044,0.9166666666665044,0.9742778329379496,0.9742778329379496,1.0,1.0,0.9159252338065137,0.9159252338065137,0.3242944515151125,0.3242944515151125,0.0,0.0,1.270095140171179e-13,1.270095140171179e-13,0.7306882146095433,0.7306882146095433,0.5773050568934686,0.5773050568934686,0.40596870920234185,0.40596870920234185,0.9483213539993924,0.9483213539993924,0.9230769230774634,0.9230769230774634,1.0,1.0,1.0,1.0,464,0,0.03333333333333333,1
17,18,1.0,1.0,0.8982293557891996,0.8982293557891996,0.420674553723952,0.420674553723952,0.9891096832420354,0.9891096832420354,0.8708303356255356,0.8708303356255356,0.8864629218258837,0.8864629218258837,0.8636716506723614,0.8636716506723614,0.9098834763585701,0.9098834763585701,0.9757274033564349,0.9757274033564349,1.0,1.0,0.8647094611044089,0.8647094611044089,0.3204091352506744,0.3204091352506744,0.0,0.0,1.270095140171179e-13,1.270095140171179e-13,0.7361045354989555,0.7361045354989555,0.5828180061237946,0.5828180061237946,0.38310905773681636,0.38310905773681636,0.9518756129041916,0.9518756129041916,0.9230769230774598,0.9230769230774598,1.0,1.0,1.0,1.0,463,0,0.035416666666666666,1
18,19,1.0,1.0,0.9161430775839525,0.9161430775839525,0.4175835241891548,0.4175835241891548,0.9904242829477616,0.9904242829477616,0.8692709898050697,0.8692709898050697,0.7197244498422458,0.7197244498422458,0.9075425587544133,0.9075425587544133,0.9047619047617106,0.9047619047617106,0.9770213683226263,0.9770213683226263,1.0,1.0,0.8996382761782485,0.8996382761782485,0.30459027246530734,0.30459027246530734,0.0,0.0,1.2434497875801753e-13,1.2434497875801753e-13,0.7361045354989546,0.7361045354989546,0.5118464239722964,0.5118464239722964,0.39598742626764416,0.39598742626764416,0.9558823642158645,0.9558823642158645,0.9230769230774989,0.9230769230774989,1.0,1.0,1.0,1.0,462,0,0.0375,1
19,20,1.0,1.0,0.8131160024252984,0.8131160024252984,0.44056920180955306,0.44056920180955306,0.9740004068725066,0.9740004068725066,0.829959321443106,0.829959321443106,0.6761684566263255,0.6761684566263255,0.9062075431985241,0.9062075431985241,0.9047619047617097,0.9047619047617097,0.9751572818657923,0.9751572818657923,1.0,1.0,0.8042722018843975,0.8042722018843975,0.3183249872265357,0.3183249872265357,0.0,0.0,1.2789769243681803e-13,1.2789769243681803e-13,0.7361045354989555,0.7361045354989555,0.524995618479773,0.524995618479773,0.3882551218986565,0.3882551218986565,0.9490805587013798,0.9490805587013798,0.9230769230774563,0.9230769230774563,1.0,1.0,1.0,1.0,461,0,0.03958333333333333,1
20,21,1.0,1.0,0.16928585640818528,0.16928585640818528,0.6380698739644588,0.6380698739644588,0.8021662620948136,0.8021662620948136,0.503019605355981,0.503019605355981,0.21792231983056923,0.21792231983056923,0.8064277575424592,0.8064277575424592,0.8849697122665559,0.8849697122665559,0.9750170720000078,0.9750170720000078,1.0,1.0,0.07274314197251426,0.07274314197251426,0.5610688957702914,0.5610688957702914,0.0,0.0,1.270095140171179e-13,1.270095140171179e-13,0.7352739276242222,0.7352739276242222,0.013962112537020413,0.013962112537020413,0.6397303980123574,0.6397303980123574,0.9539552721375193,0.9539552721375193,0.9482196248984813,0.9482196248984813,1.0,1.0,1.0,1.0,460,0,0.041666666666666664,1
21,22,1.0,1.0,0.29086386739665226,0.29086386739665226,0.6260972757534393,0.6260972757534393,0.8163686014213432,0.8163686014213432,0.5445886775278121,0.5445886775278121,0.6394735837848675,0.6394735837848675,0.46502322255353823,0.46502322255353823,0.8912797885491681,0.8912797885491681,0.9746137376812658,0.9746137376812658,1.0,1.0,0.15769652683064883,0.15769652683064883,0.5693519095656683,0.5693519095656683,0.0,0.0,1.2434497875801753e-13,1.2434497875801753e-13,0.7094487399601404,0.7094487399601404,0.08062117099608426,0.08062117099608426,0.6181873520503656,0.6181873520503656,0.9522073765674319,0.9522073765674319,0.9999999999999609,0.9999999999999609,1.0,1.0,1.0,1.0,459,0,0.04375,1
22,23,1.0,1.0,0.21557884012185452,0.21557884012185452,0.6482133981931666,0.6482133981931666,0.8067248726154324,0.8067248726154324,0.5110446777625994,0.5110446777625994,0.25920951915248897,0.25920951915248897,0.48326238250128917,0.48326238250128917,0.8974933922612056,0.8974933922612056,0.9732651465616902,0.9732651465616902,1.0,1.0,0.10730780701380115,0.10730780701380115,0.5927273469535921,0.5927273469535921,0.0,0.0,1.2079226507921703e-13,1.2079226507921703e-13,0.6679717413845712,0.6679717413845712,0.04571787776863012,0.04571787776863012,0.6492969535453792,0.6492969535453792,0.9543507842932835,0.9543507842932835,0.99244068033871,0.99244068033871,1.0,1.0,1.0,1.0,458,0,0.04583333333333333,1
23,24,1.0,1.0,0.35224203809743376,0.35224203809743376,0.6125205786816039,0.6125205786816039,0.8281699566689122,0.8281699566689122,0.5510427248613952,0.5510427248613952,0.6997908750495867,0.6997908750495867,0.3623867693217182,0.3623867693217182,0.9047619047617124,0.9047619047617124,0.9742376917069266,0.9742376917069266,1.0,1.0,0.20212526448272206,0.20212526448272206,0.5735616015710479,0.5735616015710479,0.0,0.0,1.1812772982011666e-13,1.1812772982011666e-13,0.6229869548102656,0.6229869548102656,0.11121417731476255,0.11121417731476255,0.6179026053738861,0.6179026053738861,0.9559979836003576,0.9559979836003576,0.9230769230775664,0.9230769230775664,1.0,1.0,1.0,1.0,457,0,0.04791666666666667,1
